Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Validation Loss,Validation Accuracy
1,1.2069031715082221,0.5627546862265689,1.0183841059915721,0.626018910987936,1.0168078527785838,0.6250407564395174
2,0.8913584387675414,0.6807660961695191,0.8231424130499363,0.703619171829149,0.8233622773550451,0.7013368112161722
3,0.7454072040404925,0.7344743276283618,0.7741854977017889,0.7215520052168243,0.7743879392122229,0.7244864688620802
4,0.6345183912863788,0.7743276283618582,0.799012677744031,0.7290511900880339,0.7961357779956112,0.7277469840234757
5,0.5247257575295584,0.8125509372453138,0.7022726582363248,0.7515487447016629,0.7058660680583367,0.7518747962178024
6,0.4420339197425519,0.8482477587612062,0.7420390485009799,0.7567655689598957,0.7313334253461411,0.7574176719921748
7,0.36926715776829394,0.873757131214344,0.8450247149448842,0.7283990870557548,0.8426952444327375,0.7319856537332898
8,0.30494659116207545,0.8925020374898126,0.8113367828385284,0.7407890446690577,0.8126366498569647,0.739810890120639
9,0.2615979144475975,0.9079054604726976,0.867269311818139,0.7469840234757091,0.8668760339496657,0.7443756113465928
10,0.2129580726254503,0.9265688671556642,0.8530792991708344,0.7495924356048256,0.825718179277222,0.7577437235083143
11,0.17262796379657366,0.9419722901385493,0.8588018113514408,0.7574176719921748,0.8680409613104226,0.7554613628953375
12,0.13996861984763861,0.9537897310513448,0.8344321855111048,0.771763938702315,0.8389450979496663,0.7711118356700358
13,0.11737691166639483,0.9604726976365118,0.8681402749304349,0.7704597326377568,0.8819180202748006,0.7668731659602217
14,0.10506662281261663,0.9633251833740831,0.9172900996636599,0.7724160417345941,0.9036293499326954,0.7756765568959896
15,0.08123141062182448,0.9741646291768541,0.9798493699660563,0.7570916204760352,0.9508153640005427,0.7668731659602217
16,0.06968453049239602,0.9774246128769356,0.9630965930991806,0.7737202477991523,0.9597621325325841,0.778937072057385
17,0.06307407376707642,0.9786471067644662,0.9502812703576637,0.7756765568959896,0.9319185721881998,0.781871535702641
18,0.05801618544702361,0.9800325998370009,1.0197028713931406,0.7652429083795239,1.0160231484721105,0.7642647538311054
19,0.044682329463248224,0.9867155664221678,0.9920301952030665,0.7851320508640365,0.9910813743190374,0.7887186175415716
20,0.04103850778333437,0.986960065199674,0.9914794177626997,0.7714378871861755,0.9965013826925618,0.7724160417345941
21,0.03635499501528614,0.9884270578647106,0.9816554786326984,0.7799152266058037,0.9728039255811988,0.778284969025106
22,0.024616082497583118,0.9927465362673187,1.037672090737639,0.7825236387349201,1.04285926798669,0.7851320508640365
23,0.02772594936116677,0.991361043194784,1.0372756629270345,0.7799152266058037,1.0502628085329586,0.7799152266058037
24,0.02585809528686891,0.9922575387123065,1.0773143467764992,0.7737202477991523,1.0702647930787255,0.7776328659928269
25,0.02630587232479312,0.9907090464547678,1.0615043297293596,0.7711118356700358,1.08043562657258,0.7720899902184545
26,0.022348927776816813,0.993643031784841,1.0774111992213875,0.7763286599282687,1.0532918040989898,0.7841538963156178
27,0.018712854727223612,0.9942135289323554,1.044302341004368,0.7711118356700358,1.0756202962074894,0.7766547114444082
28,0.018778256789015877,0.9938060309698451,1.114839797829821,0.771763938702315,1.1124289701886785,0.7776328659928269
29,0.016677961970707617,0.9952730236348818,1.1067648468403302,0.7799152266058037,1.1161123738323415,0.7831757417671992
30,0.020549916003702023,0.9925020374898126,1.1403286039227776,0.7844799478317575,1.114095947908936,0.778937072057385
31,0.017449265650781344,0.9946210268948655,1.2086256977490848,0.7763286599282687,1.2178956371329452,0.7766547114444082
32,0.02259352891945743,0.9923390383048085,1.1401541276560845,0.7763286599282687,1.154316542558566,0.7766547114444082
33,0.017955816610786445,0.9942950285248574,1.101733223440533,0.7753505053798501,1.1216387229796965,0.7766547114444082
34,0.02026883516681649,0.9937245313773431,1.17443889027345,0.7821975872187805,1.1629195364415257,0.7870883599608738
35,0.014918823191298674,0.9960880195599022,1.1055389072280377,0.7773068144766874,1.1083973202864097,0.7760026084121291
