Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Validation Loss,Validation Accuracy
1,1.6327365137918366,0.3876120619396903,1.6204018077502649,0.3863710466253668,1.620681903635462,0.3863710466253668
2,1.58729357110164,0.39690301548492257,1.6546842480699222,0.3863710466253668,1.6557509216169517,0.3863710466253668
3,1.4776038983654634,0.44205378973105136,1.4463548961405952,0.47831757417671994,1.4474642847975094,0.475383110531464
4,1.3448590424101232,0.49951100244498775,1.3749968536819022,0.5073361591131399,1.3752581567193072,0.5060319530485817
5,1.2652640372242734,0.528198859005705,1.1952668785428007,0.5735246168894685,1.198212775401771,0.5715683077926312
6,1.2065743670314355,0.5588427057864711,1.1509706977133949,0.5960221715030974,1.151770184126993,0.5934137593739811
7,1.1601413246705603,0.580358598207009,1.052945077419281,0.6302575806977503,1.050493020253877,0.6276491685686338
8,1.1007811389037807,0.6050529747351263,1.0189247943150501,0.6488425171177046,1.0170840579085052,0.651450929246821
9,1.0475116036006649,0.6249388753056234,0.9429569444619119,0.6677535050537985,0.9391208370216191,0.6684056080860776
10,0.9824115778119188,0.6475957620211898,0.9166078068471203,0.680469514183241,0.9212929258743922,0.6772089990218455
11,0.9415812762417725,0.6625101874490628,0.9014893756248057,0.6869905445060319,0.9015771484312912,0.6863384414737529
12,0.9158687960293334,0.6738386308068459,0.7914247383984426,0.7218780567329638,0.7959726378321648,0.719595696119987
13,0.8808037983314311,0.6883455582722087,0.8319095754995942,0.7107923051842191,0.8302547320878754,0.7140528203456146
14,0.8444875686428227,0.6997555012224939,0.7336055187818905,0.7401369416367786,0.7373993833704541,0.7401369416367786
15,0.8104962100222648,0.7118989405052975,0.7220355094565699,0.7430714052820345,0.7170090720367929,0.7479621780241278
16,0.7930879695474558,0.7219233903830481,0.7367671792550633,0.7469840234757091,0.7382609830237925,0.7492663840886861
17,0.7732430424108965,0.7251833740831296,0.7467885992955416,0.7365503749592436,0.7491330303406963,0.7358982719269644
18,0.7507516291415054,0.7350448247758761,0.7236517185034851,0.7492663840886861,0.7238889820097635,0.7450277143788718
19,0.7317171639615896,0.7445802770986145,0.6876941795926541,0.7623084447342681,0.6863031949227055,0.7626344962504076
20,0.714349834770547,0.7458027709861451,0.7171457961667329,0.7424193022497555,0.7226542066782713,0.739810890120639
21,0.6947503788530283,0.7525672371638141,0.6384654861564437,0.7815454841865015,0.6296146074309945,0.7825236387349201
22,0.6858738977680616,0.7574572127139364,0.6393796061165631,0.7923051842191067,0.6453118704375811,0.7874144114770134
23,0.6564199341536345,0.767318663406683,0.7035161805494378,0.7698076296054777,0.6982883131907632,0.7678513205086404
24,0.644107281209748,0.7713936430317848,0.6288462083321065,0.7861102054124551,0.6308555881648014,0.7851320508640365
25,0.6445186872914375,0.7720456397718012,0.6293989526651179,0.7906749266384089,0.6291699591868868,0.7936093902836648
26,0.6205822180330054,0.7792991035044825,0.6218331335888555,0.7841538963156178,0.6200924620497972,0.778937072057385
27,0.6066565391701079,0.7819070904645476,0.6384490475368997,0.784805999347897,0.6374861206665324,0.7854581023801761
28,0.5957230140771984,0.793398533007335,0.6026931148177633,0.791327029670688,0.5996912677461902,0.791327029670688
29,0.5764532572112618,0.7969030154849226,0.6412981698134294,0.7939354417998044,0.6364890834471831,0.7923051842191067
30,0.5654885556349698,0.8013854930725346,0.6388637131700913,0.7861102054124551,0.6377180562897896,0.7900228236061297
31,0.5649350023642669,0.8035859820700897,0.6045625280045593,0.7962178024127812,0.6040874744455019,0.7962178024127812
32,0.5390750587161393,0.8114099429502852,0.5783441121845195,0.8024127812194327,0.5808659294464936,0.7994783175741768
33,0.5337781273071427,0.8090464547677262,0.6231145980224634,0.7883925660254321,0.6271325898511956,0.7864362569285948
34,0.520571743498764,0.8170334148329258,0.6279489756173765,0.7955656993805021,0.6294559275265783,0.7939354417998044
35,0.5238996642548227,0.8145069274653627,0.6376917097174252,0.7883925660254321,0.6434854220909377,0.7877404629931529
36,0.5110833463799378,0.8161369193154034,0.6535847098760618,0.7887186175415716,0.6519663172851627,0.7828496902510597
37,0.49948289427503145,0.8265688671556642,0.6020082851755433,0.7981741115096185,0.6007391307891036,0.8037169872839909
38,0.5000189246884226,0.8237978810105949,0.5845053972055515,0.8053472448646887,0.5804553915125629,0.8063253994131073
39,0.4775854425002108,0.8294213528932355,0.6489342920637379,0.7994783175741768,0.6451803641975857,0.8027388327355722
40,0.469774078820605,0.8339038304808476,0.5841882127569988,0.8099119660906423,0.5818453619722277,0.8102380176067818
41,0.4538808732379757,0.8422982885085575,0.577214342027825,0.8131724812520378,0.5819846575614065,0.8134985327681774
42,0.4517437821008858,0.8436837815810921,0.6096715851260038,0.7975220084773395,0.602475232774547,0.7932833387675252
43,0.4356884179537268,0.8457212713936431,0.5861654927333196,0.8148027388327356,0.593109018887238,0.8134985327681774
44,0.4300897429118023,0.8482477587612062,0.6293881767002555,0.8063253994131073,0.6306389909586869,0.8053472448646887
45,0.4215250920062348,0.8489812550937246,0.5648190763313323,0.820345614607108,0.5773055841758227,0.8131724812520378
46,0.4105792916543792,0.8549307253463733,0.6155103344159821,0.8076296054776655,0.6275561143411323,0.8069775024453864
47,0.3977004422149299,0.8633251833740831,0.6754737588732193,0.7926312357352462,0.6682093325071037,0.7958917508966417
48,0.39822410866909574,0.8615321923390383,0.6352501500708362,0.8138245842843169,0.6372986688705472,0.8121943267036191
49,0.3923193747772698,0.8614506927465363,0.5957461992511526,0.8128464297358983,0.5879546345677227,0.8092598630583632
50,0.38457473755038235,0.8640586797066014,0.572807750509431,0.8242582328007825,0.5689178994701555,0.820997717639387
51,0.37651707622255387,0.8647106764466178,0.5964947265456431,0.8161069448972937,0.5915324086866652,0.8131724812520378
52,0.362773191569934,0.8735941320293399,0.6037998221484789,0.8183893055102707,0.6114988234088136,0.8187153570264102
53,0.35947216834965245,0.8735941320293399,0.6788189918734133,0.8095859145745028,0.6824641789620122,0.8092598630583632
54,0.352709235149925,0.8770986145069275,0.6476815930218436,0.8099119660906423,0.6571065947452249,0.8148027388327356
55,0.3545048512746683,0.876120619396903,0.652545736830992,0.8040430388001304,0.6338695724067899,0.8092598630583632
56,0.34324542031838345,0.8815810920945395,0.5931562755916578,0.8206716661232475,0.597596749527535,0.8249103358330616
57,0.33095205464731836,0.8830480847595762,0.616362790518906,0.8262145418976198,0.6186068279445559,0.8255624388653408
58,0.3323683530502653,0.8832110839445803,0.6205865168594755,0.820345614607108,0.6212162643787451,0.8216498206716661
59,0.3150593186686158,0.8918500407497962,0.7344633570852844,0.8017606781871536,0.72222012404139,0.8030648842517117
60,0.3171168527720105,0.8889160554197229,0.6597039973906552,0.8121943267036191,0.6654626434319653,0.8112161721552005
61,0.3074298993000734,0.8921760391198044,0.6955368853135345,0.8128464297358983,0.7039813671338683,0.8033909357678514
62,0.3134436992092988,0.8896495517522413,0.6515415912823906,0.823932181284643,0.6539237872154141,0.8258884903814803
63,0.30304102497746027,0.8938060309698451,0.674076409622406,0.8196935115748288,0.6663424860259207,0.8190414085425497
64,0.29542007835186057,0.8969030154849226,0.6757183733279817,0.8183893055102707,0.6712070516465852,0.8187153570264102
65,0.286927899549748,0.8996740016299919,0.6493702898927344,0.8271926964460384,0.6389733104151674,0.8317574176719922
66,0.2754193613089553,0.9048899755501223,0.6599213864343861,0.8183893055102707,0.6555067889227454,0.817411150961852
67,0.2718825319434627,0.9054604726976365,0.6997492998780217,0.8196935115748288,0.6744234180854013,0.8216498206716661
68,0.2589076685669408,0.9099429502852485,0.6785335231688805,0.8249103358330616,0.6736904256540583,0.8229540267362243
69,0.25671148850586184,0.9123879380603097,0.642653280752711,0.8284969025105967,0.6404065303892518,0.8249103358330616
70,0.2561350666275527,0.9092909535452323,0.654134021877932,0.8255624388653408,0.6670517250701474,0.8245842843169221
71,0.2559052859542277,0.9119804400977995,0.646648617713557,0.8128464297358983,0.6495223876311987,0.810890120639061
72,0.2510084177930797,0.9092094539527302,0.6327471546828747,0.823932181284643,0.6364808855966354,0.8219758721878057
73,0.24909529269210304,0.9129584352078239,0.6802123125138072,0.8112161721552005,0.6770517939003184,0.8125203782197588
74,0.2421964734089664,0.9147514262428688,0.6634500408545136,0.8164329964134334,0.6575030205228055,0.8170850994457124
75,0.23907713444886494,0.9141809290953545,0.7195338241775365,0.820997717639387,0.7326966594337136,0.8206716661232475
76,0.23134324008069515,0.9181744091279543,0.660426317093273,0.8200195630909684,0.6572689745905033,0.8141506358004564
77,0.23598291113792957,0.9185819070904645,0.6993671505576154,0.8138245842843169,0.7076402275112438,0.8095859145745028
78,0.21337711064732662,0.9265688671556642,0.7023868482889762,0.8157808933811542,0.7049343528002888,0.8170850994457124
79,0.21078975899072153,0.92599837000815,0.7026663400950687,0.8265405934137594,0.7073344102633806,0.8294750570590154
80,0.21340774361990061,0.9285248573757131,0.6447444908165684,0.8278447994783176,0.6528364872210659,0.8255624388653408
